"1","1","OUI","-"
"2","2","OUI","-"
"3","3","OUI","-"
"4","4","OUI","-"
"5","5","NON",
"6","7","NON","- "
"7","8","OUI","-"
"8","9","OUI","-"
"9","12","OUI","-"
"10","13","OUI","-"
"11","14","-","    "
"12","15","-","- "
"13","16","-","-"
"14","17","OUI","-"
"15","18","OUI","-"
"16","19","OUI","-    "
"17","20","OUI","R̩seau et maintenance  "
"18","21","OUI","Administration syst̬me et r̩seau   "
"19","22","OUI","Programmation "
"20","23","OUI","R̩seau et maintenance, Programmation signal "
"21","24","OUI","SAGE"
"22","25","OUI","-"
"23","27","OUI",
"24","28","NON","-"
"25","30","OUI","Gestion Management"
"26","31","NON","-"
"27","32","OUI","-"
"29","34","NON",
"30","35","OUI","-"
"31","36","OUI","-"
"32","37","OUI","-"
"33","39","OUI","-"
"34","41","OUI","- "
"35","42","OUI","-       "
"36","43","OUI","-  "
"37","44","OUI","-"
"38","45","OUI","-"
"39","46","OUI","Internet"
"40","47","OUI","Internet, Excel, SIG, Power Point"
"41","48","OUI","-"
"42","49","OUI","-"
"44","51","OUI","-"
"45","52","NON","-"
"46","53","NON","-"
"47","54","OUI","-"
"48","54","OUI","-"
"50","56","OUI",
"51","57","OUI","-"
"52","58","OUI","Power point "
"53","59","OUI","excel, acc̬s, internet, power point, SIG"
"54","60","OUI","-"
"55","61","OUI","analyste "
"56","62","OUI","-"
"57","63","OUI","-"
"58","64","OUI","SAARI;COALA;CADOR"
"59","65","OUI","SAGE SAARI;CIEL COMPTA"
"61","67","OUI","Programmation-Reseau-Hard et softS"
"62","68","NON","-"
"63","69","NON","-"
"64","70","OUI","-"
"65","71","OUI","-"
"66","73","-",
"67","74","NON",
"68","75","OUI","-"
"69","76","OUI","-"
"71","78","OUI","Informatique GSI -Tana"
"72","79","OUI","-"
"74","82","OUI","-"
"75","83","OUI","-"
"76","84","OUI","-"
"77","85","OUI","-"
"78","86","OUI","-"
"79","87","OUI","Photoshop, access"
"80","88","OUI","-"
"81","89","OUI","-"
"82","90","OUI","-"
"83","91","OUI",
"84","92","NON","-"
"85","93","OUI","-"
"86","94","OUI","-"
"87","95","OUI","Internet"
"88","96","OUI","Informatique ACEEM"
"89","97","OUI","-"
"90","98","OUI","Hard ware"
"91","99","OUI","R̩seau-Syst̬me"
"92","100","NON","-"
"93","101","OUI","- "
"94","102","OUI","-"
"95","103","OUI","Labot-CAPSAT"
"96","104","NON","-"
"97","105","OUI","Infographie Autocad 2A/3D"
"98","106","OUI","Informatique GSI -Tana"
"99","107","NON","-"
"100","108","OUI","-"
"102","110","OUI","-"
"103","111","NON","-"
"104","112","OUI","Informatique BIT Solution"
"105","113","OUI","Bureau finance"
"106","114","NON","-"
"107","115","NON","-"
"108","116","NON","-"
"109","117","OUI","-"
"110","118","OUI","-"
"111","119","OUI","-"
"112","120","NON","-"
"113","121","OUI","-"
"114","122","OUI","SAGE"
"116","124","OUI","-"
"117","125","OUI","Ciel Compta"
"118","126","OUI","SAGE"
"119","127","OUI","-"
"120","128","NON","-"
"121","129","OUI","Programmation,SAGE SAARI"
"122","130","OUI","-"
"123","131","NON","-"
"124","132","NON","-"
"125","133","OUI","Informatique Electro-pro Tsarahonenanana"
"126","134","NON","-"
"127","135","-","-"
"128","136","OUI","Internet"
"129","137","NON","-"
"130","138","NON","-"
"131","139","NON","-"
"132","140","NON","-"
"133","141","NON","-"
"134","142","NON","-"
"135","143","NON","-"
"136","144","NON","-"
"137","145","NON","-"
"138","146","NON","-"
"139","147","NON","-"
"140","148","OUI","Informatique Bureautique Dact."
"141","149","NON","-"
"142","150","NON","-"
"143","151","NON","-"
"144","152","NON","-"
"145","153","NON","-"
"146","154","NON","-"
"147","155","NON","-"
"148","156","NON","-"
"149","157","NON","-"
"150","158","NON","-"
"151","161","OUI","-"
"152","174","OUI","Internet"
"153","182","OUI","PAO"
"154","184","OUI","-"
"155","185","NON","-"
"156","186","OUI","-"
"157","187","OUI","-"
"158","190","NON","-"
"159","192","NON","-"
"160","193","OUI","Internet"
"161","194","NON","-"
"162","195","NON","-"
"163","196","NON","-"
"164","197","NON","-"
"165","198","NON","-"
"166","199","NON","-"
"167","200","-","-"
"168","201","NON","-"
"169","212","OUI","Scan,Pawerpoint"
"170","213","NON","-"
"171","214","OUI","-"
"172","215","-","-"
"173","215","-","-"
"174","217","NON","-"
"175","218","NON","-"
"176","219","NON","-"
"177","220","NON","-"
"178","221","OUI","- "
"179","222","NON","-"
"180","223","NON","-"
"181","224","OUI","-"
"182","225","OUI","-"
"183","229","NON","-"
"184","230","OUI","-"
"185","232","OUI","Internet"
"186","234","OUI","-"
"187","234","OUI","-"
"188","235","OUI","-"
"189","240","OUI","-"
"190","247","OUI","-"
"191","250","OUI","-"
"192","252","OUI","-"
"193","260","OUI","-"
"194","260","OUI","-"
"195","260","OUI","-"
"196","261","OUI","-   "
"197","261","OUI","-   "
"198","262","OUI","DTS"
"199","262","OUI","DTS"
"200","267","OUI","-"
"201","269","OUI","PAO, Montage Photo"
"202","264","OUI","Programmation"
"204","271","OUI","-"
"205","271","OUI","-"
"206","274","OUI","- "
"207","274","OUI","- "
"208","276","OUI","- "
"209","276","OUI","- "
"210","277","OUI","-"
"211","282","OUI","- "
"212","286","OUI","-"
"213","286","OUI","-"
"214","287","OUI","-"
"215","289","OUI","-"
"216","295","OUI","-"
"217","296","OUI","-"
"218","298","OUI","-"
"219","304","OUI","-"
"220","307","OUI",
"221","308","OUI",
"222","309","OUI","-"
"223","310","OUI","-"
"224","312","OUI",
"225","314","OUI","-"
"226","321","OUI","-"
"228","323","OUI","-"
"229","324","NON","-"
"230","326","OUI",
"231","327","OUI",
"232","328","OUI",
"233","330","OUI","-"
"234","334","OUI",
"235","335","OUI",
"236","336","OUI","AUTOCAD-ARCHICAD-ROBOT- ARCHE"
"237","338","OUI",
"238","339","OUI",
"239","340","OUI","Adobe Photoshop"
"240","342","OUI",
"241","343","NON",
"242","344","NON",
"243","345","OUI",
"244","346","OUI",
"245","347","OUI",
"246","352","OUI",
"247","354","OUI",
"248","355","OUI",
"249","350","NON",
"250","357","OUI","Logiciel Compta-Ciel et Sage SAHRI"
"251","227","OUI","aplication Adobe-Internet-Diverses conversions"
"252","360","OUI",
"253","362","NON",
"254","364","OUI",
"255","365","OUI",
"256","366","OUI",
"257","367","OUI",
"258","368","OUI",
"259","369","OUI",
"260","370","OUI",
"261","11","OUI",
"262","10","OUI",
"263","371","NON",
"264","372","NON",
"265","373","NON",
"266","374","NON",
"267","375","OUI",
"268","376","OUI",
"269","377","OUI","SIGMP-SNGFP-SYGECD"
"270","379","NON",
"271","380","OUI",
"272","381","NON",
"273","382","OUI",
"274","383","OUI",
"275","384","OUI",
"276","358","OUI",
"277","361","NON",
"278","179","NON",
"279","176","NON",
"280","385","OUI",
"281","388","OUI",
"282","389","OUI",
"283","390","OUI",
"284","391","OUI",
"285","392","OUI",
"286","393","OUI",
"287","394","OUI",
"288","395","OUI",
"289","396","OUI",
"290","397","OUI",
"291","398","OUI",
"292","399","OUI",
"293","400","NON",
"294","402","NON",
"295","403","OUI",
"296","404","OUI","   "
"297","405","NON",
"298","406","NON",
"299","407","OUI",
"300","408","NON",
"301","413","OUI",
"302","414","OUI",
"303","416","OUI","Access-Internet"
"304","420","NON",
"305","421","OUI",
"306","422","OUI","-"
"307","423","NON",
"308","424","OUI",
"309","425","OUI"," "
"310","426","OUI","             "
"311","77","OUI","D̩veloppement web et Programmation               "
"312","427","Non"," "
